Tweet,Target 1,Stance 1
"After the Millennials come the Apocalypticals. Thanks, breeders. #overpopulation #SemST",The author of this text supports climate change is a real concern,2
There's a great challenge 4 #leadershhip in #globslopportunity 2search synergetic efforts w/ their fellows to get engaged in #SemST,The author of this text supports climate change is a real concern,2
@MAPSProgramme tackles difficult challenges of growth needs and unemployment alongside #CFCC15. #SemST,The author of this text supports climate change is a real concern,1
#Mission:#Climate @ home > Wash laundry in cold water (by @ETPowerlines) #Tip #DoYourPart #SemST,The author of this text supports climate change is a real concern,1
We're growing vegetables at home. Tell your friends and followers what you're doing for climate! #myChangeForClimate #SemST,The author of this text supports climate change is a real concern,1
#Questiontime Who is more likely to solve problems related to #poverty #sustainability & #government? #religion? #business? #SemST,The author of this text supports climate change is a real concern,2
#PathtoPositive #LA region's green leaders United to find local solutions to #LACityHall #SemST,The author of this text supports climate change is a real concern,1
Terraform Earth so we can recolonize our own homes. #SemST,The author of this text supports climate change is a real concern,1
"@Aman_Pasha Higher sea levels & temperature, glacial retreat, warmer oceans, extreme weather events. Plenty of evidence. #SemST",The author of this text supports climate change is a real concern,1
Enjoying watching Sir David Attenborough and Obama talk about climate change mitigation #LoveNature #SemST,The author of this text supports climate change is a real concern,1
And Onan cast his CO2 into the atmosphere and committed the sin of emission #bible #SemST,The author of this text supports climate change is a real concern,1
Fossil fuel divestment won't necessarily stop climate change but it is a step in the right direction. #keepitintheground #SemST,The author of this text supports climate change is a real concern,1
Do #Catholics follow #God's word or this #Pope's ramblings?  #SemST,The author of this text supports climate change is a real concern,2
@neiltyson Rettet die Erde! Save the Earth!  #SemST,The author of this text supports climate change is a real concern,1
GA: AIW Support Strong Compass. Global Climate Agreement: passed  #uuaga #SemST,The author of this text supports climate change is a real concern,1
@abcnews afterwards can they call @TonyAbbottMHR and advise him he needs to act on #auspol #SemST,The author of this text supports climate change is a real concern,2
"...a longer memory, and a sterner sense of justice than we do. -W.Berry #SemST",The author of this text supports climate change is a real concern,2
@GuardianAus @GrogsGamut Nobody denies the climate changes. #SemST,The author of this text supports climate change is a real concern,1
"We cant deny it, its really happening.  #SemST",The author of this text supports climate change is a real concern,1
Glad for the millions of lives improved this week. Now let's set our sights on helping millions more. #ImmigrationAction #SemST,The author of this text supports climate change is a real concern,2
Wind power helped stabilize Texas' power grid during a 2014 cold snap that suddenly increased demand. #ClimateHope #Climate #SemST,The author of this text supports climate change is a real concern,1
Participation is essential: bring vulnerable voices to the table at #COP21 says @wjamann #AgCOP21 #CFCC15 @cgiarclimate #SemST,The author of this text supports climate change is a real concern,1
"Monsignor Sanchez Sorondo: ""Earth is sick. We need to heal it. #SemST",The author of this text supports climate change is a real concern,1
@AssaadRazzouk @TheEarthNetwork @wynnandreid USA is behind....due to IDIOCY #SemST,The author of this text supports climate change is a real concern,2
Eager to learn at the Modern Prosperity event at the @hfxpublib hosted by  @EcologyAction #carbonpricing #jobsjusticeclimate #SemST,The author of this text supports climate change is a real concern,1
@JimHarris thank you for the follow Jim!  I'm flattered!  #SemST,The author of this text supports climate change is a real concern,2
When your wearing sweaters in the summer #SemST,The author of this text supports climate change is a real concern,1
Observations on the atmosphere and oceans reflect the human influence in climate change via Dr. Dimitra Founda #rengreece #SemST,The author of this text supports climate change is a real concern,1
That awkward moment when a pro-coal PR campaign has over 100K more followers than you do: @AdvancedEnergy #greenwashing #SemST,The author of this text supports climate change is a real concern,1
@4EvaMartino  Everyone should learn this recipe - given summers are going to get warmer every year! #SemST,The author of this text supports climate change is a real concern,1
Anyone else agree we should switch to concrete? + Them new snazzy self-lit roads in Netherlands! #ElectricitySaving #Autobahn #SemST,The author of this text supports climate change is a real concern,1
@bendicoot Shit. Who set the Supreme Court to Evil again?  #SemST,The author of this text supports climate change is a real concern,2
"@UN - Yet another I #pray in my ""own"" way day re #why I'm online, that #important this I know! ""Regards"" Dion #peace #Future #SemST",The author of this text supports climate change is a real concern,2
Ballot paper posted @timfarron has my vote for leader. Our Liberal voice will be heard #HumanRightsAct #AffordableHousing #SemST,The author of this text supports climate change is a real concern,2
Rosalind Peterson addressing UN on how aerosol spraying (Chemtrails) is affecting agriculture. #NotADebate #Geoengineering #SemST,The author of this text supports climate change is a real concern,1
Haven't seen the mountains in days with all these fires. Can't stand breathing this air quality any longer!!  #SemST,The author of this text supports climate change is a real concern,1
"Also, it's raining here in the Brazilian central savannas. We were supposed to be in the pinnacle of the dry season. #SemST",The author of this text supports climate change is a real concern,1
"Much good to be had in the lead up to #COP21. 2,200 researchers from over 100 countries, uniting to address global #CFCC15 #SemST",The author of this text supports climate change is a real concern,1
@brasfildtsb He hit the nail on the head. We're (hopefully) on the edge of a paradigm shift on #SemST,The author of this text supports climate change is a real concern,2
Most people say that it is the intellect which makes a great scientist. They are wrong: it is character. ~ Albert Einstein  #SemST,The author of this text supports climate change is a real concern,2
@cschultzwx there has been a ton of lightning up there every other day for the past week! #lolz #SemST,The author of this text supports climate change is a real concern,2
@CBCNews @nationalpost The human mind is incapable of dealing with that of which it has no experience  #SemST,The author of this text supports climate change is a real concern,2
"The #greatman @BarackObama met #greatman David Attenborough & change seems possible, attainable. Listen up! #Attenborobama #SemST",The author of this text supports climate change is a real concern,1
If you dont have the capacity to take it in and act-what can you do to increase your capacity for connection and compassion? #SemST,The author of this text supports climate change is a real concern,2
I'm in hell. I feel the fiery tips of insidious flames swiftly sauntering into my room. Or maybe I don't have AC #SemST,The author of this text supports climate change is a real concern,2
Zinta Zommers: need for a unified tool to bring all these variabilities together #CFCC15 #climate #SemST,The author of this text supports climate change is a real concern,1
"Isn't CO2 impact on warming logarithmic, and at current levels, 390 ppm, incremental impact negligible? #NDP #SemST",The author of this text supports climate change is a real concern,1
Rt easyprintitja: Rt FirstKingTre: Freak #rain in Kingston #Jamaica.. sudden #skuii876 #SemST,The author of this text supports climate change is a real concern,2
@shalomshuli I'm guessing there was a lot less humidity back in the time of Moses. #SemST,The author of this text supports climate change is a real concern,1
Just read Scalia's idiotic opinion overturning the EPA's carbon emissions limits. Planning to spend day in a seething rage. #SemST,The author of this text supports climate change is a real concern,1
It's hot af in #seattle. This is not normal! #hotAF #SemST,The author of this text supports climate change is a real concern,1
Incredibly moving as a scientist weeps on @BBCRadio4 for the #ocean & for our grandchildren's future ttp://bbc.in/1G9uil5 #SemST,The author of this text supports climate change is a real concern,1
#Mission:#Climate on the road > Give your car a break (by @EPA) #Tip #SemST,The author of this text supports climate change is a real concern,1
When did CO2 become a dangerous pollutant that must be curtailed? What do you exhale again? #Iwantanswers #SemST,The author of this text supports climate change is a real concern,0
RT @victoriaswatson: @WhiteHouse @POTUS What a wonderful exchange between two of the world's greatest men! Really touching. # #SemST,The author of this text supports climate change is a real concern,2
Pittsburgh had a Regatta without boats. River full of debris and swift currents. Too dangerous #SemST,The author of this text supports climate change is a real concern,2
Sunny  Rainy bipolar weather. Wow real quick ma nigga #SemST,The author of this text supports climate change is a real concern,2
"QT @BarackObama ""I don't have much patience for anyone who denies that this challenge is real."" 1/2 #SemST",The author of this text supports climate change is a real concern,2
the #KarachiHeatWave death toll climbs to 1210 deaths in 5 days #carbonemissions #SemST,The author of this text supports climate change is a real concern,1
There is need for world economic powers to be true about climate change funding. The world needs action not empty rhetorics #SemST,The author of this text supports climate change is a real concern,1
As Western Canada Burns Harper's got his head so deep in the #tarsands he can see #ChristyClark's ankles #BCwildfire #cdnpoli #SemST,The author of this text supports climate change is a real concern,2
"I remember a time when summer was actually summer, you know when it was sunny and 90 degrees everyday #whatshappening #SemST",The author of this text supports climate change is a real concern,1
@DrOakley1689 @PhxApologetics Maybe they just misused their resources and their societies collapsed #deforestation #SemST,The author of this text supports climate change is a real concern,1
Stress on #water resources threatens lives and livelihoods #anthropoceneage #sustainability #SemST,The author of this text supports climate change is a real concern,1
#rsaeconomy: #tax can surely play a greater role in helping richer countries slow emissions and poor countries transition. #SemST,The author of this text supports climate change is a real concern,1
"Raining again then Im sure, it wi suddenly get warm again right after. #SemST",The author of this text supports climate change is a real concern,1
@Gwillaumau @timpoliti @ABCthedrum @whelan60 @chrisberg NEVER KNEW INCONVENIENT FACTS WARRANTED A SHRINK!!! ROTFLMAO #auspol #SemST,The author of this text supports climate change is a real concern,2
Thanks #MarcLevine & #Ilike_Mike for supporting legislation on #SemST,The author of this text supports climate change is a real concern,2
@TheLibertyEagle Oh for the love of Pete! I thought we were going to be incinerated by then! #SemST,The author of this text supports climate change is a real concern,2
At the UN with crew now :) @Trashis4Tossers #SemST,The author of this text supports climate change is a real concern,2
"Without a place for feeding, mating and giving birth, there is no future for polar bears :( #SemST",The author of this text supports climate change is a real concern,1
"Climate change financing,cc adaptation, cc and resilience,the green economy.Lots of semantics as communities waitforsolutions #SemST",The author of this text supports climate change is a real concern,1
@annbritton @NicolleFlint @guinnipig time will prove who's right. #disease #drought #obesity #SemST,The author of this text supports climate change is a real concern,1
"Food and water security are intertwined: ""Adaptation costs water."" #CFCC15 #journey2015 #L25 #SemST",The author of this text supports climate change is a real concern,1
"@bbcweather Good to see more global awareness, thanks. #SemST",The author of this text supports climate change is a real concern,1
I don't  care why the globe is warming. I just want to stop it before there is irreparable harm #fuckpolitics #sciencerules #SemST,The author of this text supports climate change is a real concern,1
Everyone is busy building their bank accounts but one day that paper won't help you during massive natural calamities. #SemST,The author of this text supports climate change is a real concern,1
@abcnews @Ginger_Zee  how about you give me TWO SENTENCES about climate instead of ending with a bs whale story. #SemST,The author of this text supports climate change is a real concern,1
BIG #DecaYeah and Happy #Smackoff / #EichelDay to @AnthonySalerno & @EagtheDeuce #ValKilmer #Bust #SemST,The author of this text supports climate change is a real concern,2
It's most exciting to witness a major development! @urgenda #SemST,The author of this text supports climate change is a real concern,2
"When debunking climate myths: fight sticky myths with stickier facts, mention the myth and explain the fallacy!  #SemST",The author of this text supports climate change is a real concern,1
Please will someone at @BBCRadio4 clarify what Osbourne said about oil and renewables energy?  #budget2015 #futureoftheplanet #SemST,The author of this text supports climate change is a real concern,1
The amount of hot takes coming from #LoveWins is the single most significant cause of . #ThanksObama #SemST,The author of this text supports climate change is a real concern,2
"@DalydeGagne @2010redmittens Canada alone needs 2 invest $60 billion a year, paid for by efficiency #cdnpoli #environment #SemST",The author of this text supports climate change is a real concern,1
V @QueenNoor V @Guardian The Biggest Story In World Podcast @WhiteHouse @AlGore @TheHill of @GOP STUPIDITY And IGNORANCE! #SemST,The author of this text supports climate change is a real concern,2
#Mission:#Climate @ home > Move your thermostat down 2C in winter and up 2C in summer #Tip #DoYourPart #SemST,The author of this text supports climate change is a real concern,1
Why is nothing being done about  #SemST,The author of this text supports climate change is a real concern,2
"Thank you to all our 300 followers, helping us to raise awareness of #HumanRights #SOSEurope #prisonersofconscience #torture #SemST",The author of this text supports climate change is a real concern,2
Water temperature off the Atlantic  coast is in the 80s in June. We are like proverbial frogs in boiling water #climate #SemST,The author of this text supports climate change is a real concern,1
@Revelation1217 @erotao  The Snow is melting? #TCOT #SemST,The author of this text supports climate change is a real concern,2
People need to wake up & realize what's happening to our earth  #hello #SemST,The author of this text supports climate change is a real concern,1
Pupils in P5-7 from Lincluden Primary are participating in Carbon Busters Project 2015-2016! #LearningForSustainability #SemST,The author of this text supports climate change is a real concern,1
"Hey @DrAnthonyLynham, please reject the Adani Carmichael #coal mine and Abbot Point. Our Reef and climate are at risk!  #GBR #SemST",The author of this text supports climate change is a real concern,1
"I love this Pope. I don't care what religion you are, this guy is awesome. #SemST",The author of this text supports climate change is a real concern,2
"The only thing ""man made"" about global warming is the false narrative. #WakeUpAmerica #boycottSanFrancisco #Election2016 #SemST",The author of this text supports climate change is a real concern,0
".@ClimatParis2015, the climate science forum begins today. Follow its progress on #CFCC15 #SustainableDevelopment #SemST",The author of this text supports climate change is a real concern,1
In the U.S. coal is dead Al Gore @Cannes_Lions #CannesLions #SemST,The author of this text supports climate change is a real concern,2
".@solarimpulse I see this pick up on the rwy with the ""Follow me Andr"" sign... It should be the other way round ! #SemST",The author of this text supports climate change is a real concern,2
"We need to work with confidence, transparence and guided by consensus @manupulgarvidal at @UN_PGA event on #action2015 #SemST",The author of this text supports climate change is a real concern,2
@metaceptive @jmgamerorus gutted I've missed this would have loved to hear this talk. Africa represented #SemST,The author of this text supports climate change is a real concern,2
"First listen, then conviction, next action - Dali Lama on #Glasto2015 #SemST",The author of this text supports climate change is a real concern,2
I Like learning in depth about nutrition/health @TEDTalks @NetflixUK #Disease #westerndiet  #Health   #agriculture  #SemST,The author of this text supports climate change is a real concern,2
@GinaEPA  yes but silica dust emissions are up and little is done about it at the state level and it effects #SemST,The author of this text supports climate change is a real concern,1
We could do something...the question is will we says @PaulREhrlich #sustainability #SemST,The author of this text supports climate change is a real concern,1
Drought effects spreading in western NorAm and BC Gov't will destroy prime farmland to enable more #LNG #SiteC #bcpoli #SemST,The author of this text supports climate change is a real concern,1
"Islamists kill in France, Tunisia and Syria. But let's remember that our greatest threat is from the #hoax formerly known as #SemST",The author of this text supports climate change is a real concern,2
@stiNgo100 Weather patterns evolving very differently over the last few years..  #SemST,The author of this text supports climate change is a real concern,1
grow food not lawns  Lawns are Ecocide in your yard. #Patriarchy is Ecocide of your own species #DominoEffect #SemST,The author of this text supports climate change is a real concern,1
@washingtonpost That is one of the most INSANE and DELUSIONAL quotes I've ever seen.  #tcot #tlot #SemST,The author of this text supports climate change is a real concern,2
Working with artists & culture is key to weave through the efforts we're doing #grassroots #SemST,The author of this text supports climate change is a real concern,2
Paul Leadley Talking about #biodiversity scenarios under #h22 #CFCC15 #SemST,The author of this text supports climate change is a real concern,1
Why Is The Pope Upset?  via @HuffPostComedy #UnzippedTruth #PopeFrancis #SemST,The author of this text supports climate change is a real concern,2
"Maybe we should start ""labelling every #product"" made with its ""#Environmental #footprint""? Sooner or later we must act! #SemST",The author of this text supports climate change is a real concern,1
@jiminhofe anthropogenicthat which is caused by humans; #SnowballJim #SemST,The author of this text supports climate change is a real concern,1
Artic Ice highest in 10 years for the month of June..yet no headlines.. #scam #SemST,The author of this text supports climate change is a real concern,0
Considering moving yo Antarctica as thats the only way I could possibly become more #chill #SemST,The author of this text supports climate change is a real concern,2
@popupincubator #innovation of super converter on fishing boat w/ no more use of fossil fuel is looking for funding scheme in #SemST,The author of this text supports climate change is a real concern,1
I thought Seattle was supposed to have a lot more rain #drought #SemST,The author of this text supports climate change is a real concern,1
RT @TheCLF: Thanks to everyone in Maine who contacted their legislators in support of #energyefficiency funding! #MEpoli #SemST,The author of this text supports climate change is a real concern,1
We support Australia's Climate Roundtable which is providing a framework for sensible debate ahead of Paris @COP21 #SemST,The author of this text supports climate change is a real concern,1
It's hotter in Oregon then it is in California right now. #SemST,The author of this text supports climate change is a real concern,1
It's so unfortunate that the systematic destruction of our planet is merely seen to some as a political issue. #SemST,The author of this text supports climate change is a real concern,1
Also what's up with this ridiculous weather?? It was raining this morning and now it's like super hot! #weatherproblems #lame #SemST,The author of this text supports climate change is a real concern,1
@eilonwya10 Those items need to come back.  #SemST,The author of this text supports climate change is a real concern,2
@shalyn67 religion / race have already been disproven by reason and science. I wonder what we can do about politics #drought #SemST,The author of this text supports climate change is a real concern,2
The best call still and will always be Matt in Cleveland. #KirstieAllie #ValKilmer #SemST,The author of this text supports climate change is a real concern,2
"So, its 20 degrees celcius in mendoza argentina beginning of winter  #mendoza #SemST",The author of this text supports climate change is a real concern,1
America is changing faster like speed of the light #ConfederateTakeDown  #LoveWins #SemST,The author of this text supports climate change is a real concern,2
#Defrance: displacements due to natural disasters higher than those caused by conflicts #migration #development #CFCC #S2242 #SemST,The author of this text supports climate change is a real concern,1
"as they say touch-wood say tomorrow then I will #democratically be back this way!?!! Re's D #peace ""really"" gone #Democracy #SemST",The author of this text supports climate change is a real concern,2
#MainauDeclaration2015 60 years later..#LiNo15 Laureates and young scientists say it is time to act #SemST,The author of this text supports climate change is a real concern,1
There are NO two sides to this discussion. --@StopMotionsolo  #SemST,The author of this text supports climate change is a real concern,2
"@SenWhitehouse "" Dr. David Legates of the University of Delaware explain....higher temperatures lead to higher levels of CO2 #SemST",The author of this text supports climate change is a real concern,1
#MainauDeclaration2015.....lets push the Agenga worldwide without any fear #climatejustice2015 #SemST,The author of this text supports climate change is a real concern,1
"Went for a run, now I can't feel my legs and my brain feels like it's boiling. #SemST",The author of this text supports climate change is a real concern,2
@FoxNews LOL. Too bad all the other scientists agree with him. #ClimateChangeDenier #SemST,The author of this text supports climate change is a real concern,1
Can we build #thorium #LFTR now. Before its 200 degrees during summer. #MyACSucks #SemST,The author of this text supports climate change is a real concern,1
I'm sick of celebrities who think being a well known actor makes them an authority on anything else. #robertredford #UN #SemST,The author of this text supports climate change is a real concern,0
"Humanity is making #mother earth angry, that angriness is the reason for #SemST",The author of this text supports climate change is a real concern,1
Its July 8th.. I have clean clothes... I just put jeans on though. #SemST,The author of this text supports climate change is a real concern,2
Great to hear @dannyksfun @kdeleon remind us #diversity needed for best #innovation #ESS15 #americaknowshow #SemST,The author of this text supports climate change is a real concern,2
"Now moving from summer season to........ Life, too moves from...  #climate #weatherchange #rain #forecast #wind #SemST",The author of this text supports climate change is a real concern,1
RT @cderworiz: Timelines are short. Strategy must be in place by climate change conference in Paris by December. #ableg #SemST,The author of this text supports climate change is a real concern,1
We are causing the ice masses of Earth to melt at an alarming rate. #SemST,The author of this text supports climate change is a real concern,1
Scorching summers for UK by end of the century! Thank Rocks I won't be here to suffer them! :-)  #SemST,The author of this text supports climate change is a real concern,1
"If you say climate change is a myth, you may want to become a fantasy author since you already live in an alternate reality. #SemST",The author of this text supports climate change is a real concern,1
@lancet  #climatehealth report says we need ambitious programme like Marshall plan or Apollo mission to tackle climate change #SemST,The author of this text supports climate change is a real concern,1
@realDonaldTrump - You are not very smart Donald #SemST,The author of this text supports climate change is a real concern,2
My dogs are #panting to the beat of my music! #SemST,The author of this text supports climate change is a real concern,2
[Man] cannot change the climate of any country; he adds no new element to the soil ~ Charles Darwin #anthropocene #SemST,The author of this text supports climate change is a real concern,0
' taking a stand to preserve traditional sea levels' #SemST,The author of this text supports climate change is a real concern,1
"Need to separate natural disasters from man made disasters, emphasise polluter pays,and need for loss and damage. #TuvaluPM  #SemST",The author of this text supports climate change is a real concern,1
"#ClimateChangeDefinitions ""settled science"" = flawed computer models with jiggered data to force a predefined conclusion. #SemST",The author of this text supports climate change is a real concern,0
"That #Putin chap must be extremely #confused, it stuck between 2 old now #ideologies just between you & me! ""Regards D #peace #SemST",The author of this text supports climate change is a real concern,2
"It's so cold and windy here in Sydney, I just saw a climate scientist fly past my window #auspol #ClimateChangeIsReal #SemST",The author of this text supports climate change is a real concern,1
It literarly just took me 10 minutes to get in a bus because an old lady just had to go in front of everyone... #SemST,The author of this text supports climate change is a real concern,2
@RileyRoder And yet James Inhofe tells us that global warming isn't real. #SemST,The author of this text supports climate change is a real concern,1
"The + 1 is a #democratic dip in ""deeper waters"" & no more re #why I'm here, regards Dion #peace #Democracy! #Goal? #Future??? #SemST",The author of this text supports climate change is a real concern,2
We are working to elect climate-friendly governments across North America #FeelTheBern #NDP #LPC #GPC #BQ #HARPERPAC.CA #SemST,The author of this text supports climate change is a real concern,1
"I'm blowing AC with the top off, in the middle of the night, in Oregon.. #SemST",The author of this text supports climate change is a real concern,1
Tonight - Academy of Science talk Tech solutions for climate change with Prof. Barry Brook #cantorandballtowers #Canberra #SemST,The author of this text supports climate change is a real concern,1
Adaptation is something that reduces the negative impact or enhances the positive impact of #CFCC15 #Journey2015 #SemST,The author of this text supports climate change is a real concern,1
#Mission:#Climate @ home > Simplify (by @BeZeroWaste) #Tip #DoYourPart #SemST,The author of this text supports climate change is a real concern,1
@RBJRON @fedupofpollys @Jolly57La We should worry about the state he's going to leave #Australia in. #NBN Fraudband #refugees #SemST,The author of this text supports climate change is a real concern,2
Disappointed that we are basing decisions about our very real planet on a man made currency system. #SCOTUS #EPA #SemST,The author of this text supports climate change is a real concern,1
"I understand the rain, but it is only about 60 degrees right now..... It is never 60 degrees in July....  #SemST",The author of this text supports climate change is a real concern,1
#Mission:#Climate @ home > Wrap your water heater in an insulation blanket #Tip #ActOnClimate #SemST,The author of this text supports climate change is a real concern,1
@carol_holman @heifer109 i always said that Democrats would tax the weather if they could #SemST,The author of this text supports climate change is a real concern,2
"I don't want to be ""that guy"" but can we now make ""climate change denier marriage"" illegal? #MarriageEquaility #Idea #SemST",The author of this text supports climate change is a real concern,1
"Can @BarackObama use $866,615 of jet fuel on His #EarthDay trip to Florida? YES HE CAN!!! -mao @POTUS #FAIL #SemST",The author of this text supports climate change is a real concern,2
Seems I may yet get my Climate Apocalypse >:) You fucking morons! #Shenhua #LNPFAIL #keepitintheground #SemST,The author of this text supports climate change is a real concern,1
"@AlharbiF I'll bomb anything I can get my hands on, especially if THEY aren't christian. #graham2016 #GOP #SemST",The author of this text supports climate change is a real concern,2
".@msimire says children, women, elderly people especially at risk to health impacts of #ClimateReporting2015 #SemST",The author of this text supports climate change is a real concern,1
We need integrated #science with #indigenous knowledge to understand & adapt to  #CFCC15 #SemST,The author of this text supports climate change is a real concern,1
Great meeting @balboalice and @CTwigg1 today to discuss Future Cities and how UK expertise can be shared & applied in #China #SemST,The author of this text supports climate change is a real concern,2
"@loic Yes, you shouldn't. But, stop killing animals is not the only reason to become a vegan - #stopfamine #behealthy #SemST",The author of this text supports climate change is a real concern,2
Wearing a sweater at the end of June! #itfeelslikespring #SemST,The author of this text supports climate change is a real concern,1
So #Christian s...  Without beaches what is your God going to make sand people out of?  #RisingSeaLevel #SemST,The author of this text supports climate change is a real concern,1
"What a great week for social issues #SCOTUS Now, let's get to work on #environment and #SemST",The author of this text supports climate change is a real concern,1
Gone are the days where we would get temperatures of Min -2 and Max 5 in Cape Town #SemST,The author of this text supports climate change is a real concern,1
"avg house in US consumes 10,656 kWh per year 2006, Gore devoured nearly 221,000 kWh more than 20 X the nat average. #onpoli #SemST",The author of this text supports climate change is a real concern,1
"President Tong tells story of vulnerability & resilience of #Kiribati, #Maldives & other low-lying states & SIDS #Action2015 #SemST",The author of this text supports climate change is a real concern,2
Ocean acidification is the most important scientific crisis that we face today Donna Roberts #CambioClimatico #SemST,The author of this text supports climate change is a real concern,1
"Lot's of time, class over! @nationaljournal #SemST",The author of this text supports climate change is a real concern,2
The Climate Change people are disgusting assholes. Money transfer scheme for elite. May you rot.   #SemST,The author of this text supports climate change is a real concern,0
"@catethegreat52 yes Catherine, the future of human civilisation depends on this generation & how it acts on #Auspol #SemST",The author of this text supports climate change is a real concern,1
ONE Volcano emits more pollution than man has in our HISTORY! #SemST,The author of this text supports climate change is a real concern,0
"Top-down approach is not only the solution , global governments must act together with global community against #SemST",The author of this text supports climate change is a real concern,1
@FlyingFree333 wow that is certainly an extreme prognostication! #gop #libertarian #SemST,The author of this text supports climate change is a real concern,2
There has never been a better time to get the heck out of California. #vaccines #science #gmo #bees #autism #gmo #sb277 #SemST,The author of this text supports climate change is a real concern,2
I am thinking of turning the central heating off. :) #SemST,The author of this text supports climate change is a real concern,2
#Tolerance... I wonder how much more #Mother #Earth has at #methodology levels re our #capitalistic #ideologies? #SemST,The author of this text supports climate change is a real concern,1
5-6 inches of rain in a day & from next day there is no rain at all. Temperature reaches 39 C in #Ahmedabad.  #environment #SemST,The author of this text supports climate change is a real concern,1
67 degrees Fahrenheit on July 8th. I love this weather! #PureMichigan #SemST,The author of this text supports climate change is a real concern,2
"@AlanBrownSNP HS2 does too much damage to local communities + to the environment,they use 60% more fuel than regular trains. #SemST",The author of this text supports climate change is a real concern,1
.@vj44 @POTUS Yay! We'd love to convert to solar power! PG&E plan to raise our rates again. #ActOnClimate #p2 #SemST,The author of this text supports climate change is a real concern,1
"#CSOTA is trending at #3 in Canada on Twitter Now w/ 3,800 Tweets from the #Climate Summit of the Americas! #sm #socialmedia #SemST",The author of this text supports climate change is a real concern,1
@irish0831 Good grief! I can feel the desperation seeping off the page.   GOOD. We've got 'em on the ropes.  #SemST,The author of this text supports climate change is a real concern,2
@heartlandinst The French? you mean the nation that builds tanks with a rear view mirror and six gears in reverse. #SemST,The author of this text supports climate change is a real concern,2
@osteomath @capitalweather Funny how you all of a sudden refer to him as a weatherman now  #climatechange...weather. #SemST,The author of this text supports climate change is a real concern,1
#Asthma is hitting our communities hard in #Chicago says @LVEJO Kim Wasserman  #cleanair4kids #Latinos #SemST,The author of this text supports climate change is a real concern,1
@JustinTrudeau @RethinkFusion @terrybeech @adamjpankratz @JonathanWNV #EngineeringInnovation. Future Green Tech to deal with #SemST,The author of this text supports climate change is a real concern,1
The last thing #Australia or the world needs are 2 more vast earth destroying #coal mines! Let's get real and fight  #auspol #SemST,The author of this text supports climate change is a real concern,1
@_A___L___I_ well they should! Why do you think people in Karachi r dying? because we don't care about our environment! #SemST,The author of this text supports climate change is a real concern,1
Rec high temp for this date in Charlotte is 101*. That was set in 1926. T-models were the worst for dangerous emissions. #SemST,The author of this text supports climate change is a real concern,1
#SpaceX is looking like major litterbug! Do they clean up the debris. It's $1500 if I litter hi-way. Space X #SemST,The author of this text supports climate change is a real concern,2
"It doesn't simply rain in Houston anymore, it storms.  #SemST",The author of this text supports climate change is a real concern,1
@MarkRuffalo @flea333 @kellyslater unfortunate how USA refuses to take seriously damage we're responsible for #SaveTheEarth  #SemST,The author of this text supports climate change is a real concern,1
@billmckibben @suzyji Right out of the Big Tobacco playbook! Why is this disgusting strategy so bulletproof? #SemST,The author of this text supports climate change is a real concern,2
@noel_kck @TomSteyer @BillNye @POTUS Further proof of #SemST,The author of this text supports climate change is a real concern,2
#TonyAbbott hope you're watching President Obama talking about #SemST,The author of this text supports climate change is a real concern,2
"As a general rule, mandatory things of all kinds should be refused. #vaccines #gmo #science #bees #fitness #sb277 #nutrition #SemST",The author of this text supports climate change is a real concern,2
"Obamacare ""Doctors Should Warn Global Warmin cud Make Patients' Health Worse"" #Obama #PresidentObama #WhiteHouse #SemST",The author of this text supports climate change is a real concern,1
"Barack Obama meets David Attenborough, I'm so ready for this and I cannot wait! 89 year's old and always on form #legend #SemST",The author of this text supports climate change is a real concern,2
#heatstroke in Sind & Rajasthan temperature Incresng in frozen areas #earthquake rain shower reduced A massive climate change #SemST,The author of this text supports climate change is a real concern,1
"Not to worry, sediment cores prove shellfish & coral will recover in just 160,000 years. #oilandgas #rbe #tvp #SemST",The author of this text supports climate change is a real concern,1
@MonsterMarcia Kudos to these young people! Next generation of activists! #OnlyOneEarth #SemST,The author of this text supports climate change is a real concern,1
Sir David Attenborough and @BarackObama  dissgussing the planet future. The room doesn't get any better than this. #SemST,The author of this text supports climate change is a real concern,1
56. Here we see how environmental deterioration and human & ethical degradation are closely linked. #LaudatoSi #environment #SemST,The author of this text supports climate change is a real concern,1
#Transpregnancy #transgender is a major reason why scientists can't find a cure to #cancer #aids #SemST,The author of this text supports climate change is a real concern,2
Amazing interview with @POTUS and David Attenborough #SemST,The author of this text supports climate change is a real concern,2
As the world emitted CO2 water vapour built up in the atmosphere and caused the Lord to send the flood in retribution #bible #SemST,The author of this text supports climate change is a real concern,1
#SEBAMM #SEB2015: Prtner explains the work of the #IPCC #SemST,The author of this text supports climate change is a real concern,2
"Am not a Catholic, but the pope is spot on when it comes climate change & protecting the amazon forest. #SemST",The author of this text supports climate change is a real concern,1
"@climasphere Bony: Extreme weather events (heat waves, drought, flooding, windstorms) made more frequent/intense by #CFCC15 #SemST",The author of this text supports climate change is a real concern,1
"It's ""mindblowing"" to me to watch this, #SirDavidAttenborough. #SemST",The author of this text supports climate change is a real concern,2
Wish everyone wasn't so pale this season #suntan #babyoil #TheBachelorette #SemST,The author of this text supports climate change is a real concern,2
Climate deniers is a term used to silence those pointing out the hypocrisy in the fanatical zeal on  #climatetruth #SemST,The author of this text supports climate change is a real concern,0
